pessoa_idade,pessoa_salario_anual,pessoa_status_propriedade,pessoa_tempo_trabalho,emprestimo_motivo,emprestimo_pontuacao,emprestimo_valor_total,emprestimo_taxa_juros,emprestimo_inadimplente,emprestimo_renda_percentual,historico_inadimplencia,historico_tempo_credito
47,56004,Alugada,2,Empreendimento,B,10800,10.36,0,0.19,N,11
52,75400,Alugada,0,"Pagamento de débitos",A,6125,7.74,0,0.08,N,18
39,96500,Alugada,4,"Pagamento de débitos",D,14400,15.2,1,0.15,N,11
28,45000,Hipotecada,0,Empreendimento,B,3675,NULL,0,0.08,N,6
32,90000,Hipotecada,8,"Melhora do lar",B,25000,11.58,0,0.28,N,6
24,18000,Alugada,0,"Melhora do lar",A,10000,7.29,1,0.56,N,4
28,20000,Alugada,2,Empreendimento,C,4000,13.11,1,0.2,N,5
32,150000,Própria,3,"Melhora do lar",C,8000,NULL,0,0.05,S,6
23,40000,Alugada,5,Pessoal,B,2000,11.71,0,0.05,N,2
26,78000,Alugada,4,"Pagamento de débitos",A,12000,7.14,0,0.15,N,2
22,80000,Hipotecada,0,Educativo,B,15000,11.48,0,0.19,N,3
25,90000,Hipotecada,9,Médico,A,6000,6.99,0,0.07,N,3
27,34560,Hipotecada,8,"Melhora do lar",E,10625,16.4,0,0.31,N,7
28,130000,Própria,10,Educativo,B,24000,11.83,0,0.18,N,10
32,75000,Alugada,6,"Melhora do lar",B,15000,8.88,1,0.2,N,9
31,100000,Alugada,2,Empreendimento,A,10000,8.49,0,0.1,N,5
29,42000,Hipotecada,8,Pessoal,C,7800,13.11,0,0.19,N,9
26,76800,Hipotecada,2,Pessoal,A,12800,6.92,0,0.17,N,4
30,62500,Hipotecada,8,Médico,A,15000,6.91,0,0.24,N,10
31,30000,Alugada,0,"Melhora do lar",B,7200,NULL,1,0.24,N,10
22,30000,Alugada,2,Educativo,A,2500,8.49,1,0.08,N,2
30,60000,Própria,3,"Melhora do lar",A,21000,7.9,0,0.35,N,5
23,70000,Hipotecada,7,Educativo,A,20000,6.17,0,0.29,N,2
33,78000,Alugada,5,Médico,A,4000,7.14,0,0.05,N,7
27,29120,Alugada,2,Educativo,B,4000,10.75,0,0.14,N,5
29,150000,Hipotecada,0,"Melhora do lar",C,10700,14.22,0,0.07,N,9
24,40000,Hipotecada,2,Empreendimento,B,10000,11.83,0,0.25,N,3
33,58344,Alugada,5,Empreendimento,D,11975,16.29,0,0.21,S,9
36,100000,Hipotecada,2,Educativo,A,8000,6.76,0,0.08,N,11
23,50400,,7,Educativo,D,8000,13.61,0,NULL,N,5
24,90000,Hipotecada,8,Pessoal,C,5000,11.34,0,0.06,S,4
39,170000,Alugada,9,"Pagamento de débitos",C,17000,12.99,0,0.1,N,14
38,60000,Hipotecada,NULL,,A,7000,NULL,0,0.18,N,6
28,50176,Alugada,3,Médico,B,5000,10.59,0,0.1,N,9
21,19140,Alugada,NULL,Empreendimento,A,5000,8.49,1,0.26,N,4
21,24996,Alugada,0,"Pagamento de débitos",D,5000,NULL,1,0.2,N,3
40,31504,Alugada,13,Médico,E,10000,NULL,1,0.32,N,13
35,126696,Hipotecada,19,Médico,B,24250,10.38,0,0.19,N,6
23,59000,Alugada,7,Educativo,C,20000,12.29,1,0.34,N,2
24,91000,Hipotecada,0,Pessoal,A,1000,7.68,0,0.01,N,4
33,54000,Hipotecada,7,"Pagamento de débitos",C,32000,15.23,1,0.59,N,7
24,55000,Hipotecada,1,Médico,B,5225,9.91,0,0.1,N,4
29,40000,Hipotecada,5,"Pagamento de débitos",C,4000,14.35,0,0.1,S,6
26,38000,Hipotecada,1,"Melhora do lar",A,8875,7.51,0,0.23,N,2
36,74000,Hipotecada,9,Educativo,B,1500,10.62,0,0.02,N,16
33,30000,Alugada,0,"Pagamento de débitos",A,6500,8.49,0,0.22,N,10
22,26000,Própria,2,Educativo,A,7100,7.49,0,0.27,N,2
23,53950,Hipotecada,8,Educativo,E,15000,16.63,1,0.28,S,2
58,100000,Alugada,6,Educativo,A,12000,8.9,0,0.12,N,30
25,49000,Alugada,9,"Melhora do lar",A,10000,6.62,1,0.2,N,4
24,56000,Própria,8,Empreendimento,A,2000,6.99,0,0.04,N,3
29,45000,Alugada,0,Médico,C,12000,12.99,0,0.27,S,7
30,35000,Alugada,5,Médico,B,10000,12.21,0,0.29,N,6
28,61350,Alugada,12,"Pagamento de débitos",C,7000,12.98,1,0.11,S,8
25,83800,Alugada,2,"Pagamento de débitos",D,25000,15.95,1,0.3,S,3
29,27048,Alugada,5,"Pagamento de débitos",B,3500,11.99,0,0.13,N,7
26,75000,Hipotecada,9,Médico,C,4000,12.99,0,0.05,S,2
24,39000,Hipotecada,3,"Pagamento de débitos",D,4150,17.58,1,0.11,S,2
24,24000,Alugada,1,Médico,B,6000,11.99,0,0.25,N,4
25,160000,Hipotecada,2,Educativo,A,9000,NULL,0,0.06,N,3
31,75000,Hipotecada,0,Educativo,D,20000,14.74,0,0.27,N,10
38,51000,Alugada,3,"Melhora do lar",B,17000,10.38,1,0.33,N,11
23,54000,Hipotecada,7,"Pagamento de débitos",A,1400,5.42,0,0.03,N,4
38,60000,Alugada,3,Educativo,C,5000,14.79,0,0.08,S,17
32,51250,Alugada,2,Médico,A,11000,7.29,0,0.21,N,5
24,80000,Própria,0,Empreendimento,A,5500,8.94,0,0.07,N,2
37,38304,Alugada,3,Pessoal,A,12000,7.88,1,0.31,N,12
33,612000,Alugada,3,"Pagamento de débitos",C,5950,12.73,0,0.01,S,9
23,47233,Alugada,7,Médico,B,5000,11.36,0,0.11,N,3
23,70000,Alugada,3,Educativo,A,12000,7.9,0,0.17,N,2
29,46296,Alugada,14,Educativo,D,8800,14.42,0,0.19,N,7
33,24000,Alugada,0,Educativo,C,2000,14.35,0,0.08,S,7
22,30000,Alugada,2,Educativo,C,12000,13.72,1,0.4,N,2
23,74000,Alugada,7,"Pagamento de débitos",B,24000,10.99,1,0.32,N,2
32,129000,Alugada,0,Médico,B,20000,NULL,0,0.16,N,10
25,54000,Alugada,1,Pessoal,,14000,NULL,0,0.11,N,14
29,74000,Alugada,0,Empreendimento,E,18000,17.04,1,0.24,S,10
24,24000,Alugada,8,"Pagamento de débitos",B,4750,10.62,0,0.2,N,3
21,117000,Hipotecada,3,Pessoal,D,4800,14.54,0,0.04,N,4
25,73000,Hipotecada,8,Pessoal,D,20000,13.12,1,0.27,S,4
23,34000,Alugada,5,"Pagamento de débitos",C,12000,12.84,1,0.35,N,4
29,30000,Própria,0,Pessoal,A,10000,6.17,0,0.33,N,5
30,130000,Hipotecada,14,Médico,B,6000,12.21,0,0.05,N,9
29,56000,Alugada,0,Pessoal,D,8000,NULL,1,0.14,S,5
35,32000,Alugada,4,Médico,A,14500,6.17,1,0.45,N,9
24,50000,Hipotecada,7,Empreendimento,B,7500,11.71,0,0.15,N,4
23,47000,Alugada,4,Educativo,B,5000,9.99,0,0.11,N,3
25,39896,Hipotecada,0,Médico,A,9250,9.63,1,0.23,N,3
37,27000,Alugada,4,Médico,B,5500,NULL,0,0.2,N,12
22,48000,Hipotecada,3,Empreendimento,D,6500,15.99,1,0.14,S,2
27,73000,Hipotecada,0,"Melhora do lar",B,10500,11.83,1,0.14,N,6
27,75000,Alugada,9,Educativo,B,10000,9.63,0,0.13,N,9
22,80000,Alugada,5,Educativo,C,10000,14.27,0,0.13,N,2
31,75000,Hipotecada,8,Educativo,D,16500,16.77,0,0.22,S,8
21,30000,Hipotecada,4,"Pagamento de débitos",A,14000,9.38,0,0.47,N,4
24,47000,Hipotecada,9,Empreendimento,C,9600,15.96,0,0.2,N,2
28,96000,Alugada,3,"Melhora do lar",,18000,7.49,0,NULL,N,6
25,51996,Hipotecada,6,Empreendimento,C,7000,NULL,0,0.13,N,3
25,32000,Alugada,9,Médico,E,15000,16.45,1,0.47,S,2
22,42000,Alugada,6,Médico,B,15000,9.63,1,0.36,N,3
34,74000,Hipotecada,10,Educativo,C,17000,14.27,0,0.23,S,10
23,97500,Alugada,0,"Pagamento de débitos",B,9600,10.37,0,0.1,N,3
45,36000,Alugada,1,Empreendimento,C,4300,10.91,0,0.12,S,17
22,34800,Alugada,6,Empreendimento,C,15000,14.27,1,0.43,S,3
26,35000,Alugada,0,"Pagamento de débitos",A,4800,8.9,0,0.14,N,2
29,115000,Alugada,5,"Melhora do lar",A,7500,5.99,0,0.07,N,8
28,70000,Hipotecada,4,"Pagamento de débitos",B,5000,11.71,0,0.07,N,8
22,48996,Alugada,0,Pessoal,D,8000,14.96,1,0.16,S,2
28,53796,Hipotecada,12,"Melhora do lar",B,7000,9.91,0,0.13,N,8
23,51000,Alugada,4,"Pagamento de débitos",A,10400,NULL,0,0.2,N,2
22,40000,Hipotecada,2,Educativo,A,10000,6.03,0,0.25,N,3
29,173000,Hipotecada,7,"Pagamento de débitos",D,28000,17.49,1,0.16,S,10
26,60996,Hipotecada,2,"Pagamento de débitos",B,12000,12.21,0,0.2,N,4
26,33996,Alugada,2,Médico,B,10800,11.12,1,0.32,N,3
24,29140,Alugada,1,Empreendimento,C,2250,12.73,0,0.08,N,4
33,49000,Alugada,2,Empreendimento,B,6000,10.99,0,0.12,N,6
27,35000,Alugada,1,Empreendimento,A,3500,8.59,0,0.1,N,6
26,61000,Hipotecada,5,Empreendimento,B,19200,11.48,0,0.31,N,3
21,18000,Alugada,5,"Melhora do lar",B,7000,11.14,1,0.39,N,4
49,77736,Hipotecada,NULL,"Pagamento de débitos",A,7000,10.99,0,0.23,,3
26,87292,Hipotecada,5,Médico,A,9600,5.99,0,0.11,N,4
24,123000,Hipotecada,8,"Pagamento de débitos",C,24250,12.87,1,0.2,S,4
23,20400,Alugada,3,Pessoal,C,3125,12.61,0,0.15,N,3
28,40000,Própria,2,Educativo,A,3600,6.99,0,0.09,N,10
65,133000,Hipotecada,2,"Pagamento de débitos",E,18000,NULL,1,0.14,N,25
42,360000,Hipotecada,11,"Melhora do lar",B,25000,9.99,0,0.07,N,17
25,150000,Alugada,2,"Melhora do lar",A,8750,7.74,0,0.06,N,2
35,273700,Hipotecada,8,Médico,D,25000,14.59,1,0.08,N,6
22,82500,Hipotecada,3,Médico,,NULL,13.47,0,0.19,S,10
25,31800,Outros,1,"Melhora do lar",C,10000,12.53,1,0.31,N,3
26,50004,Hipotecada,10,Educativo,A,5000,9.32,0,0.1,N,2
42,316800,Hipotecada,3,Pessoal,D,19400,NULL,0,0.06,S,13
23,66661,Hipotecada,7,Médico,B,1500,11.49,0,0.02,N,3
23,103240,Hipotecada,0,Empreendimento,A,4000,NULL,0,0.04,N,3
23,16800,Alugada,7,Educativo,A,6625,6.03,1,0.39,N,3
38,49853,Hipotecada,19,Educativo,D,12000,13.3,0,0.24,S,11
21,37423,Alugada,5,Empreendimento,A,2800,7.88,0,0.07,N,4
28,60996,Hipotecada,11,Pessoal,E,24250,16.4,0,0.4,N,8
25,34000,Hipotecada,9,"Pagamento de débitos",B,10000,12.42,0,0.29,N,3
31,130000,Hipotecada,15,Médico,C,1600,13.99,0,0.01,S,6
27,43200,Alugada,4,Médico,B,4200,10.74,0,0.1,N,6
22,26004,Hipotecada,1,Educativo,A,5000,5.42,0,0.19,N,4
28,75000,Alugada,5,Empreendimento,A,5000,7.88,0,0.07,N,6
31,35000,Hipotecada,15,Pessoal,A,8000,5.42,0,0.23,N,9
26,36000,Alugada,NULL,Médico,C,7000,13.98,1,0.19,S,2
23,80000,Alugada,1,Empreendimento,A,7000,7.14,0,0.09,N,2
21,39600,Alugada,3,Educativo,D,7000,14.96,0,0.18,S,2
24,14400,Alugada,3,"Pagamento de débitos",A,1800,6.92,0,0.13,N,3
36,72500,Alugada,2,Médico,A,10000,NULL,NULL,0.01,N,11
39,32400,Alugada,3,Médico,B,7000,NULL,0,0.22,N,16
26,65000,Alugada,5,"Melhora do lar",A,15000,7.66,0,0.23,N,4
23,32900,Alugada,1,Educativo,D,20000,16,1,0.61,N,2
22,83000,Alugada,6,"Pagamento de débitos",B,12000,11.71,0,0.14,N,4
26,69575,Alugada,3,Médico,A,14000,9.63,0,0.2,N,3
23,36000,Alugada,1,Educativo,A,7000,7.9,0,0.19,N,4
23,54000,Alugada,7,Educativo,C,5000,12.84,1,0.09,S,2
26,30000,Alugada,3,Pessoal,B,4200,9.91,0,0.14,N,4
26,43000,Hipotecada,6,Médico,B,15000,11.99,0,0.35,N,2
22,35000,Alugada,1,Educativo,C,2400,NULL,0,0.07,S,2
39,37800,Alugada,5,"Pagamento de débitos",B,7000,11.49,0,0.19,N,11
27,130000,Alugada,6,Educativo,A,10000,7.74,0,0.08,N,5
22,85000,Alugada,0,"Pagamento de débitos",A,10000,7.66,0,0.12,N,3
22,56400,Hipotecada,6,Educativo,D,17300,15.62,0,0.31,N,4
27,300000,Hipotecada,6,"Pagamento de débitos",C,10000,14.27,0,0.03,S,7
24,74000,Alugada,2,Médico,A,5000,NULL,0,0.07,N,4
28,36000,Alugada,2,"Melhora do lar",B,7500,10.39,1,0.21,N,9
22,71004,Alugada,6,Educativo,B,1800,11.12,0,0.03,N,4
27,185300,Hipotecada,11,Médico,D,35000,NULL,1,0.16,S,5
31,105400,Alugada,2,Médico,D,24250,15.31,1,0.2,N,5
32,44500,Própria,3,Educativo,A,15000,7.51,0,0.34,N,5
22,50004,Hipotecada,4,"Pagamento de débitos",A,6250,NULL,0,0.12,N,4
33,60000,Própria,NULL,Empreendimento,C,10000,13.98,0,0.17,N,7
36,30000,Alugada,0,Educativo,B,9000,12.18,0,0.3,N,17
21,27600,Alugada,4,Educativo,A,7500,6.76,0,0.27,N,4
29,50000,Alugada,13,"Melhora do lar",B,6000,9.99,0,0.12,N,7
31,50000,Alugada,9,"Pagamento de débitos",A,12000,6.03,0,0.24,N,6
24,114750,Alugada,1,Médico,B,3400,12.21,1,0.03,N,4
22,44052,Alugada,3,"Pagamento de débitos",,NULL,11.26,0,0.13,N,7
23,86670,Hipotecada,4,Pessoal,B,20000,12.53,0,0.23,N,2
38,30132,Alugada,NULL,Médico,C,3000,13.85,1,0.1,S,14
29,40000,Alugada,NULL,Empreendimento,C,6000,NULL,0,0.05,N,10
28,48000,Alugada,4,Empreendimento,D,2000,14.96,0,0.04,N,5
26,15000,Alugada,0,Pessoal,A,4750,8.49,1,0.32,N,3
25,35138,Hipotecada,3,"Pagamento de débitos",B,1000,NULL,0,0.03,N,3
28,90000,Alugada,0,Empreendimento,A,7200,5.42,0,0.08,N,5
32,60000,Alugada,0,"Pagamento de débitos",,NULL,6.39,0,0.14,N,3
34,30000,Hipotecada,4,Pessoal,A,4300,7.9,0,0.14,N,9
23,75000,Hipotecada,8,Educativo,D,3000,14.11,0,0.04,N,3
22,64800,Alugada,1,Educativo,B,16000,10.37,0,0.25,N,4
24,36000,Hipotecada,3,Pessoal,B,4750,11.83,0,0.13,N,3
25,27024,Alugada,7,Educativo,E,2500,16.69,0,0.09,N,2
23,21600,Própria,0,Educativo,B,4400,12.53,0,0.2,N,2
24,105018,Hipotecada,8,"Melhora do lar",D,28000,15.62,0,0.27,S,4
27,38400,Alugada,6,Médico,B,2400,10.65,0,0.06,N,6
30,45000,Alugada,4,Empreendimento,D,10000,13.36,0,0.22,N,9
34,53500,Alugada,0,Médico,A,3200,6.76,0,0.06,N,10
23,92000,Alugada,5,Médico,B,4800,10,0,0.05,N,3
25,28176,Própria,3,Médico,B,1000,9.63,0,0.04,N,4
47,37000,Hipotecada,6,Pessoal,A,7400,8,0,0.2,N,13
32,132000,Hipotecada,16,"Melhora do lar",B,25000,10.99,0,0.19,N,7
23,60000,Alugada,1,Médico,C,1600,13.99,0,0.03,S,4
21,30000,Alugada,3,"Pagamento de débitos",A,2500,7.14,1,0.08,N,4
22,32000,Alugada,7,Educativo,C,14000,12.23,1,0.44,N,3
31,28800,Alugada,1,Empreendimento,B,5000,9.25,0,0.17,N,7
23,72000,Alugada,3,"Pagamento de débitos",B,14400,11.14,0,0.2,N,3
28,38004,Alugada,4,"Pagamento de débitos",C,10000,13.61,0,0.26,N,7
34,58800,Hipotecada,3,"Melhora do lar",E,17000,17.74,1,0.29,N,10
38,62691,Própria,17,Empreendimento,C,6000,13.49,0,0.1,S,13
25,49244,Alugada,3,Educativo,A,8000,8,0,0.16,N,3
23,42000,Alugada,7,Educativo,B,1400,10,1,0.03,N,4
27,44000,Alugada,3,Médico,C,3500,12.98,0,0.08,N,10
40,54000,Hipotecada,19,Pessoal,A,5000,5.42,0,0.09,N,13
43,48000,Hipotecada,2,Empreendimento,A,10400,5.99,0,0.22,N,17
25,137400,Alugada,4,Educativo,C,3000,13.06,1,0.02,N,2
36,75000,Alugada,12,Médico,A,7000,6.92,0,0.09,N,17
23,45000,Alugada,0,Médico,B,15000,NULL,1,0.33,N,3
32,39000,Hipotecada,7,"Melhora do lar",D,2800,12.17,1,0.07,S,6
23,30000,Alugada,4,"Pagamento de débitos",C,13000,13.57,1,0.43,S,2
27,60000,Hipotecada,4,Empreendimento,A,8000,7.88,0,0.13,N,8
22,40000,Alugada,2,Educativo,A,4000,NULL,0,0.1,N,2
37,78000,Hipotecada,9,"Pagamento de débitos",E,20000,16.35,1,0.26,N,14
24,56000,Alugada,8,Empreendimento,D,21250,15.95,1,0.38,S,3
30,NULL,,2,Empreendimento,C,1000,14.27,0,0.01,S,2
30,80000,Hipotecada,0,"Melhora do lar",A,11000,NULL,0,0.14,N,6
23,43500,Alugada,0,Médico,C,10450,13.57,0,0.24,N,2
27,38000,Alugada,12,Empreendimento,A,7000,7.66,0,0.18,N,6
25,72000,Alugada,NULL,"Pagamento de débitos",A,17000,7.88,0,0.24,N,3
32,34000,Hipotecada,5,Pessoal,A,4000,7.49,0,0.12,N,6
27,235000,Hipotecada,5,Empreendimento,C,28000,15.96,0,0.12,N,5
30,65000,Hipotecada,15,"Pagamento de débitos",A,7500,6.17,0,0.12,N,9
27,112548,Hipotecada,11,"Pagamento de débitos",A,24000,NULL,0,0.21,N,7
26,111000,Hipotecada,10,Médico,A,5000,5.79,0,0.05,N,3
32,78096,Hipotecada,4,Educativo,B,10000,10.99,0,0.13,N,5
33,59500,Hipotecada,6,Empreendimento,A,11000,NULL,0,0.18,N,8
22,46000,Alugada,1,"Pagamento de débitos",D,6200,NULL,1,0.13,N,3
25,80000,Alugada,2,"Pagamento de débitos",B,4000,10.59,0,0.05,N,3
28,43500,Hipotecada,12,Educativo,B,4000,12.69,0,0.09,N,8
23,36000,Alugada,NULL,"Pagamento de débitos",A,5000,6.17,0,0.14,N,2
25,90000,Própria,9,"Melhora do lar",A,10000,8,0,0.11,N,4
26,64000,Alugada,2,Médico,A,3000,NULL,0,0.05,N,4
21,55600,Alugada,2,Médico,A,6000,NULL,0,0.11,N,4
27,163232,Hipotecada,5,Empreendimento,B,4800,11.71,0,0.03,N,8
21,54000,Alugada,0,Empreendimento,D,1600,14.96,1,0.03,N,4
32,39400,Alugada,2,Médico,A,2500,7.14,0,0.06,N,9
32,44004,Alugada,2,"Pagamento de débitos",F,5000,18.25,1,0.11,N,5
32,80000,Alugada,6,"Pagamento de débitos",B,9600,11.14,0,0.12,N,5
30,119700,Hipotecada,2,"Melhora do lar",A,9500,8.94,0,0.08,N,10
28,48000,Hipotecada,13,Médico,C,5000,15.27,1,0.1,S,8
23,61200,Hipotecada,2,"Pagamento de débitos",A,10000,7.88,0,0.16,N,3
25,86000,Alugada,10,"Melhora do lar",D,10000,NULL,0,0.12,N,2
23,55000,Alugada,4,Empreendimento,A,4500,8.49,0,0.08,N,3
29,60000,Hipotecada,8,Pessoal,B,8000,10.51,0,0.13,N,8
25,96000,Hipotecada,5,"Pagamento de débitos",A,35000,7.49,0,0.36,N,3
31,69000,Alugada,1,"Pagamento de débitos",D,22000,13.67,1,0.32,S,7
28,29000,Hipotecada,6,"Pagamento de débitos",C,5600,NULL,1,0.19,N,5
26,16800,Alugada,0,Educativo,B,5000,NULL,1,0.3,N,4
26,77100,Alugada,6,"Pagamento de débitos",A,8350,6.99,0,0.11,N,3
27,45600,Hipotecada,6,"Pagamento de débitos",A,3000,6.99,0,0.07,N,5
28,47000,Hipotecada,5,"Melhora do lar",B,6000,8.88,1,0.13,N,6
28,90000,Hipotecada,12,Educativo,B,21000,11.36,0,0.23,N,8
30,16500,Alugada,0,Empreendimento,C,4000,14.22,1,0.24,S,7
28,86400,Hipotecada,0,Educativo,D,16000,14.09,0,0.19,S,6
26,70000,Hipotecada,5,Pessoal,A,4500,7.51,0,0.06,N,4
23,72858,Alugada,7,"Pagamento de débitos",B,10000,11.48,0,0.14,N,3
23,45000,Alugada,3,Médico,B,5275,10.39,0,0.12,N,2
28,45100,Hipotecada,2,Empreendimento,A,6000,5.42,0,0.13,N,9
22,45336,Alugada,6,Empreendimento,D,1800,15.21,0,0.04,N,3
21,12000,Própria,0,Pessoal,C,4200,13.48,1,0.35,S,4
25,188000,,9,"Melhora do lar",D,18200,10.83,NULL,0.4,N,16
32,110000,Hipotecada,0,Empreendimento,B,23000,11.48,0,0.21,N,9
23,65000,Alugada,0,Empreendimento,B,7000,10.71,0,0.11,N,2
24,23500,Hipotecada,2,"Melhora do lar",B,7000,10.38,0,0.3,N,4
28,112000,Hipotecada,9,"Melhora do lar",B,15000,11.12,0,0.13,N,7
24,NULL,Hipotecada,0,Educativo,,10000,13.61,0,0.21,N,15
25,32640,Alugada,4,"Pagamento de débitos",C,4000,12.73,0,0.12,S,4
28,199000,Hipotecada,12,"Melhora do lar",A,10000,9.32,0,0.05,N,10
53,60000,Alugada,0,Médico,A,4425,8.9,0,0.07,N,29
44,99000,Hipotecada,3,Educativo,B,8000,9.25,0,0.08,N,14
28,50000,Hipotecada,13,"Melhora do lar",B,8450,NULL,0,0.17,N,9
28,50000,Alugada,12,Médico,C,8000,14.65,0,0.16,N,9
32,37440,Alugada,8,Empreendimento,B,7000,9.91,0,0.19,N,8
24,70000,Própria,NULL,Pessoal,A,6000,5.42,0,0.09,N,2
46,87000,Hipotecada,1,Pessoal,C,20000,12.41,0,0.23,N,17
31,75000,Alugada,1,Pessoal,C,10000,13.47,0,0.13,N,5
30,180000,Alugada,1,Educativo,C,20000,14.22,0,0.11,N,10
25,35364,Alugada,0,Educativo,A,10000,9.32,0,0.28,N,3
21,40000,Alugada,5,Educativo,A,10000,NULL,0,0.25,N,2
26,31200,Alugada,4,Empreendimento,B,2500,10.37,0,0.08,N,3
23,65000,Hipotecada,0,Empreendimento,B,7300,9.99,0,0.11,N,3
45,60000,Alugada,4,"Pagamento de débitos",B,25000,9.99,1,0.42,N,16
24,80155,Alugada,8,Médico,F,5000,NULL,1,0.05,N,3
26,88200,Hipotecada,9,"Melhora do lar",B,3000,10.59,0,0.03,N,4
25,37000,Alugada,2,Médico,B,3000,11.71,0,0.08,N,2
25,83195,Alugada,9,Pessoal,B,13000,11.71,0,0.16,N,3
47,21000,Alugada,9,"Pagamento de débitos",D,5000,15.99,1,0.24,S,16
28,55000,Hipotecada,7,Pessoal,A,8000,NULL,0,0.15,N,9
27,21112,Alugada,0,Pessoal,D,3600,15.99,1,0.17,S,10
30,12500,Alugada,0,Pessoal,D,2100,12.49,1,0.17,S,7
28,110000,Hipotecada,1,Médico,A,12000,8.94,0,0.11,N,7
47,43200,Hipotecada,8,"Melhora do lar",D,13750,14.84,0,0.32,S,13
23,65000,Hipotecada,7,Educativo,A,5500,7.88,0,0.08,N,3
30,30000,Alugada,1,Empreendimento,C,3600,10.28,0,0.12,S,10
24,40000,Alugada,6,Pessoal,C,2500,15.27,0,0.06,N,3
26,93492,Alugada,0,Pessoal,B,20000,9.45,0,0.21,N,2
26,50200,Alugada,1,"Melhora do lar",A,9000,7.66,0,0.18,N,3
41,150000,Alugada,13,Pessoal,F,20000,19.47,0,0.13,N,15
34,25000,Hipotecada,NULL,"Pagamento de débitos",B,9000,13.61,0,NULL,N,2
22,29554,Hipotecada,NULL,"Pagamento de débitos",A,5775,5.42,1,0.2,N,3
34,56400,Própria,8,Médico,A,12100,5.79,0,0.21,N,9
26,14400,Alugada,2,"Pagamento de débitos",D,2000,15.58,1,0.14,N,4
39,59000,Alugada,0,Pessoal,F,2500,18.78,1,0.04,N,13
22,100000,Alugada,2,Médico,B,14400,10.74,0,0.14,N,3
50,54996,Alugada,0,"Pagamento de débitos",C,5000,13.47,0,0.09,N,14
22,61300,Hipotecada,4,Empreendimento,A,13000,9.63,0,0.21,N,3
28,68004,Alugada,1,Pessoal,C,15000,13.16,0,0.22,N,7
25,60000,Alugada,3,"Melhora do lar",A,10250,6.62,0,0.17,N,4
28,45000,Alugada,2,Pessoal,C,5000,12.73,0,0.11,N,7
25,70000,Alugada,8,Empreendimento,D,15000,14.42,0,0.21,S,2
22,62900,Hipotecada,1,Médico,E,25000,14.38,1,0.34,N,2
24,105000,Hipotecada,6,Educativo,B,25000,10.74,0,0.24,N,3
23,51000,Alugada,3,Educativo,C,12000,12.99,0,0.24,N,3
36,32000,Alugada,2,Médico,E,2400,18.79,1,0.07,N,14
30,52000,Hipotecada,3,Educativo,C,5750,13.79,0,0.11,N,10
26,99000,Hipotecada,9,Médico,C,20000,14.22,0,0.2,N,4
36,87000,Alugada,7,Médico,C,8000,14.65,0,0.09,S,14
22,75000,Alugada,2,Educativo,B,10000,11.26,0,0.13,N,4
35,75000,Hipotecada,5,Pessoal,B,5000,8.7,0,0.07,N,9
40,49788,Alugada,1,"Pagamento de débitos",A,1500,9.32,0,0.03,N,16
23,75000,Alugada,2,Pessoal,A,3000,NULL,0,0.04,N,2
27,70800,Hipotecada,0,Educativo,G,20000,21.21,1,0.28,S,8
33,248735,Alugada,4,"Pagamento de débitos",D,25000,14.11,1,0.1,S,6
48,40000,Alugada,2,"Pagamento de débitos",C,8050,12.98,0,0.2,N,13
33,40000,Alugada,15,Educativo,B,15000,9.88,1,0.38,N,9
22,60000,Alugada,3,Pessoal,C,5000,14.22,0,0.08,N,4
24,141000,Própria,8,Pessoal,A,10000,7.49,0,0.07,N,2
22,30000,Alugada,4,Educativo,B,12000,10.62,1,0.4,N,3
27,35000,Alugada,11,Empreendimento,A,10000,8.49,0,0.29,N,6
26,24000,Própria,0,Médico,B,2500,11.83,0,0.1,N,4
24,24000,Alugada,0,Pessoal,D,7000,15.62,1,0.29,N,2
24,87550,Hipotecada,5,Educativo,B,3600,11.86,0,0.04,N,4
53,88000,Alugada,0,Educativo,A,5000,8.49,0,0.06,N,25
31,100000,Hipotecada,6,"Melhora do lar",C,13000,12.61,0,0.13,N,7
24,49700,Alugada,3,Médico,E,15000,15.68,1,0.3,N,4
26,96500,Hipotecada,4,,A,3000,NULL,0,0.07,N,8
24,131004,Hipotecada,8,Pessoal,A,24000,7.49,0,0.18,N,4
29,60000,Própria,13,Médico,C,9600,14.35,0,0.16,S,6
25,42000,Alugada,2,Educativo,A,12000,7.9,0,0.29,N,4
25,138000,Hipotecada,9,Pessoal,A,8000,6.99,0,0.06,N,4
40,32000,Alugada,2,"Pagamento de débitos",D,8000,14.96,1,0.25,S,17
27,60000,Hipotecada,2,"Pagamento de débitos",B,15000,11.86,0,0.25,N,8
24,40000,Própria,4,Pessoal,C,2000,14.35,0,0.05,N,2
23,75000,Hipotecada,3,Empreendimento,A,14400,6.03,0,0.19,N,4
22,57200,Hipotecada,4,Educativo,A,7000,7.51,0,0.12,N,2
27,35000,Alugada,0,Educativo,A,12000,7.29,1,0.34,N,6
27,33600,Própria,1,Pessoal,B,21250,8.88,0,0.63,N,6
23,125000,Hipotecada,6,Educativo,A,35000,8.9,0,0.28,N,4
32,110000,Hipotecada,16,"Melhora do lar",A,6700,6.92,0,0.06,N,7
32,25000,Outros,3,"Pagamento de débitos",A,11200,7.88,1,0.45,N,5
25,36996,Alugada,4,Médico,B,4200,11.11,0,0.11,N,3
